current,voltage,temperature,power,time
0.3672,4.15,270.05499999999995,1.523848481,420.0
0.3598,4.15,269.9684,1.492976215,421.0
0.367,4.15,269.9742,1.52290825,422.0
0.3555,4.1499,269.98999999999995,1.475168659,423.0
0.3785,4.15,269.99089999999995,1.570637934,424.0
0.3595,4.1499,270.0524,1.492001622,425.0
0.3685,4.15,269.9799,1.529487159,426.0
0.3843,4.15,270.00899999999996,1.594967217,427.0
0.3586,4.1499,269.9368,1.488259946,428.0
0.3532,4.15,269.96619999999996,1.465866363,429.0
0.3631,4.1501,270.00879999999995,1.50704048,430.0
0.3521,4.1501,269.988,1.46122059,431.0
0.3701,4.15,270.02709999999996,1.53601162,432.0
0.362,4.15,269.9846,1.502337553,433.0
0.3539,4.1499,269.995,1.468645452,434.0
0.3537,4.15,270.02209999999997,1.467725805,435.0
0.3573,4.15,269.9767,1.482686276,436.0
0.3467,4.1501,269.98589999999996,1.438780138,437.0
0.3667,4.1499,269.92659999999995,1.521949262,438.0
0.3602,4.15,269.986,1.494851739,439.0
0.3616,4.15,269.9819,1.500471312,440.0
0.3483,4.15,269.93429999999995,1.44527062,441.0
0.341,4.1499,269.9889,1.415320975,442.0
0.3541,4.15,269.9249,1.469589946,443.0
0.3496,4.1499,270.0711,1.450849614,444.0
0.3559,4.1498,270.0034,1.477030338,445.0
0.3451,4.1499,270.036,1.432163367,446.0
0.3492,4.1499,270.0729,1.448994418,447.0
0.3539,4.1499,269.91589999999997,1.468647814,448.0
0.353,4.1499,270.03099999999995,1.464896969,449.0
0.3589,4.1501,269.93109999999996,1.489275851,450.0
0.36,4.15,270.01489999999995,1.493913999,451.0
0.3555,4.1502,269.9837,1.475277865,452.0
0.3564,4.15,269.92289999999997,1.478960476,453.0
0.3347,4.15,269.97279999999995,1.389158563,454.0
0.3408,4.1499,269.9359,1.414378815,455.0
0.3552,4.1499,269.93699999999995,1.474244525,456.0
0.3627,4.15,269.882,1.505139461,457.0
0.3469,4.1499,269.89759999999995,1.439637936,458.0
0.3523,4.15,269.881,1.462115471,459.0
0.3476,4.15,269.9231,1.442466379,460.0
0.344,4.1498,269.8585,1.427446424,461.0
0.3401,4.15,269.8863,1.411592212,462.0
0.358,4.1499,269.86769999999996,1.485474405,463.0
0.3442,4.15,269.82489999999996,1.428439055,464.0
0.3478,4.15,269.90009999999995,1.443412999,465.0
0.3595,4.1499,269.83239999999995,1.492026994,466.0
0.335,4.1499,269.8796,1.390055427,467.0
0.3392,4.1499,269.81379999999996,1.407828638,468.0
0.3494,4.1499,269.89259999999996,1.449929913,469.0
0.332,4.1499,269.806,1.377884181,470.0
0.3442,4.15,269.87899999999996,1.428441353,471.0
0.335,4.15,269.878,1.390083219,472.0
0.3494,4.1499,269.72299999999996,1.449916585,473.0
0.3426,4.1499,269.82599999999996,1.421866669,474.0
0.3458,4.1499,269.8128,1.434971762,475.0
0.3584,4.15,269.8533,1.487384233,476.0
0.3521,4.15,269.8168,1.461170894,477.0
0.3379,4.1499,269.80359999999996,1.402218321,478.0
0.3356,4.15,269.861,1.392889623,479.0
0.3548,4.15,269.83209999999997,1.47239177,480.0
0.3438,4.1499,269.87609999999995,1.426530784,481.0
0.3507,4.1499,269.89279999999997,1.455531307,482.0
0.3415,4.1499,269.8117,1.417196241,483.0
0.3444,4.1499,269.8298,1.429350259,484.0
0.3368,4.15,269.64329999999995,1.397564712,485.0
0.341,4.1501,269.84099999999995,1.41537334,486.0
0.337,4.15,269.8646,1.398519664,487.0
0.3388,4.15,269.82599999999996,1.405994614,488.0
0.3187,4.1501,269.88809999999995,1.322763446,489.0
0.3221,4.1501,269.7702,1.336793421,490.0
0.33,4.1499,269.82529999999997,1.369484364,491.0
0.3356,4.15,269.7437,1.392900506,492.0
0.3325,4.1499,269.86429999999996,1.379748525,493.0
0.3453,4.15,269.83549999999997,1.433127395,494.0
0.3363,4.1501,269.87879999999996,1.395723969,495.0
0.321,4.1499,269.80679999999995,1.33205632,496.0
0.3352,4.1499,269.84819999999996,1.391003864,497.0
0.3388,4.15,269.8644,1.405990413,498.0
0.3273,4.1498,269.892,1.358231836,499.0
0.3314,4.1499,269.8506,1.375090494,500.0
0.353,4.1499,269.8988,1.464899202,501.0
0.3259,4.15,269.9505,1.352656829,502.0
0.3122,4.1499,269.88239999999996,1.295588607,503.0
0.3447,4.1499,269.9215,1.430294505,504.0
0.3401,4.15,269.97209999999995,1.411587833,505.0
0.3282,4.15,269.9102,1.362040793,506.0
0.3221,4.15,269.9265,1.336752104,507.0
0.3271,4.15,269.8646,1.357338311,508.0
0.3296,4.1499,269.9015,1.367609252,509.0
0.3374,4.15,269.9303,1.400364676,510.0
0.3311,4.1499,269.9094,1.374163652,511.0
0.3084,4.1499,269.79609999999997,1.279666255,512.0
0.3154,4.15,269.9478,1.308690872,513.0
0.3282,4.15,269.9452,1.362028117,514.0
0.3453,4.1501,269.90599999999995,1.433140733,515.0
0.3325,4.15,269.8784,1.379797513,516.0
0.3131,4.1499,269.92359999999996,1.299308262,517.0
0.3311,4.1499,269.92289999999997,1.374138231,518.0
0.3149,4.1499,269.90029999999996,1.306809928,519.0
0.3214,4.15,269.90549999999996,1.333949859,520.0
0.3232,4.1498,269.9095,1.341385902,521.0
0.3356,4.15,269.94419999999997,1.392902587,522.0
0.323,4.15,269.9187,1.340496022,523.0
0.3117,4.15,269.95869999999996,1.293745529,524.0
0.3169,4.1499,269.97499999999997,1.315230867,525.0
0.3221,4.1499,269.94079999999997,1.336721231,526.0
0.3059,4.1499,269.91229999999996,1.269384415,527.0
0.3226,4.1499,269.85979999999995,1.33860868,528.0
0.3305,4.1498,269.94,1.371327658,529.0
0.3183,4.1499,269.8685,1.320847581,530.0
0.3052,4.15,269.9042,1.266609356,531.0
0.3214,4.1499,269.91979999999995,1.333943728,532.0
0.3205,4.15,269.9373,1.330214352,533.0
